crop,symptoms_text,disease,label,severity,treatment,prevention,source,crop_hi,disease_hi,symptoms_hi,treatment_hi,disease_mr,symptoms_mr,treatment_mr
potato,The leaves are showing rugosity and the surface is becoming rough and wrinkled.,Potato Virus Y,potato_virus_y,low,Avoid late planting to reduce aphid vector population,Potato virus Y,Kaggle: ammar019/indian-crop-disease-dataset-hindi-and-marathi (CC BY 4.0),आलू,आलू वायरस वाई,पत्तियों में रूखापन दिख रहा है और सतह खुरदरी और झुर्रीदार होती जा रही है।,एफिड वेक्टर आबादी को कम करने के लिए देर से रोपण से बचें,बटाट्यावरील 'वाय' विषाणू,पाने खडबडीत दिसत आहेत आणि पृष्ठभाग खडबडीत आणि सुरकुत्या पडत आहेत.,ऍफिड वेक्टर लोकसंख्या कमी करण्यासाठी उशीरा लागवड टाळा
potato,Multiple spots are joining together and turning the whole leaf brown.,Early Blight,early_blight,low,Spray Mancozeb 75 WP at 2 gram per liter foliar spray,Alternaria solani,Kaggle: ammar019/indian-crop-disease-dataset-hindi-and-marathi (CC BY 4.0),आलू,अगेती झुलसा,कई धब्बे एक साथ जुड़ रहे हैं और पूरी पत्ती को भूरा कर रहे हैं।,मैंकोजेब 75 डब्लूपी 2 ग्राम प्रति लीटर की दर से पर्णीय छिड़काव करें,लवकर येणारा करपा,अनेक डाग एकत्र येऊन संपूर्ण पान तपकिरी होत आहेत.,मॅन्कोझेब 75 डब्ल्यूपी 2 ग्रॅम प्रति लिटर या प्रमाणात फवारणी करा
potato,The plant is wilting suddenly without any yellowing of the leaves first.,Brown Rot,brown_rot,low,Use certified bacterial wilt-free seed for each planting,Ralstonia solanacearum,Kaggle: ammar019/indian-crop-disease-dataset-hindi-and-marathi (CC BY 4.0),आलू,भूरा विगलन,पौधा पहले पत्तियों के पीले होने के बिना ही अचानक मुरझा रहा है।,प्रत्येक रोपण के लिए प्रमाणित जीवाणु विल्ट-मुक्त बीज का उपयोग करें,तपकिरी कुज,प्रथम पाने पिवळी न पडता वनस्पती अचानक कोमेजते.,प्रत्येक लागवडीसाठी प्रमाणित जिवाणू विल्ट-फ्री बियाणे वापरा
potato,The early loss of leaves is heavily reducing the tuber size and yield.,Early Blight,early_blight,low,Apply Azoxystrobin 23 SC at 1 ml per liter of water,Alternaria solani,Kaggle: ammar019/indian-crop-disease-dataset-hindi-and-marathi (CC BY 4.0),आलू,अगेती झुलसा,पत्तियों के जल्दी नष्ट होने से कंद के आकार और उपज में भारी कमी आ रही है।,एज़ोक्सीस्ट्रोबिन 23 एससी 1 मिली प्रति लीटर पानी में डालें,लवकर येणारा करपा,पानांचे लवकर नुकसान झाल्यामुळे कंदाचा आकार आणि उत्पादन मोठ्या प्रमाणात कमी होते.,Azoxystrobin 23 SC 1 मिली प्रति लिटर पाण्यात मिसळा
soyabean,The dense formation of pustules is causing the leaves to yellow and drop.,Bacterial Pustule,bacterial_pustule,high,Apply Copper hydroxide 77 WP at 2 gram per liter spray,Xanthomonas axonopodis,Kaggle: ammar019/indian-crop-disease-dataset-hindi-and-marathi (CC BY 4.0),सोयाबीन,जीवाणु पुस्टूल,फुंसियों के घने गठन के कारण पत्तियाँ पीली होकर गिरने लगती हैं।,कॉपर हाइड्रॉक्साइड 77 WP 2 ग्राम प्रति लीटर की दर से छिड़काव करें,जिवाणूजन्य फोड,पुस्ट्युल्सच्या दाट निर्मितीमुळे पाने पिवळी पडतात आणि गळतात.,कॉपर हायड्रॉक्साईड ७७ डब्ल्यूपी २ ग्रॅम प्रति लिटर या प्रमाणात फवारावे
wheat,The stem girdles are breaking because of a severe black rust infection.,Black Rust,black_rust,low,Apply Trifloxystrobin plus Tebuconazole combination spray,Puccinia graminis,Kaggle: ammar019/indian-crop-disease-dataset-hindi-and-marathi (CC BY 4.0),गेहूँ,काली गेरुआ,गंभीर काले रतुआ संक्रमण के कारण तने के घेरे टूट रहे हैं।,ट्राइफ्लॉक्सीस्ट्रोबिन प्लस टेबुकोनाज़ोल संयोजन स्प्रे लगाएं,काळा तांबेरा,काळ्या गंजाच्या तीव्र संसर्गामुळे स्टेम गर्डल्स तुटत आहेत.,ट्रायफ्लॉक्सिस्ट्रोबिन प्लस टेब्युकोनाझोल एकत्रित फवारणी करा
potato,The leaves are turning brown and collapsing quickly in this wet weather.,Late Blight,late_blight,high,Avoid overhead irrigation to reduce leaf wetness time,Phytophthora infestans,Kaggle: ammar019/indian-crop-disease-dataset-hindi-and-marathi (CC BY 4.0),आलू,पछेती झुलसा,इस गीले मौसम में पत्तियाँ भूरे रंग की हो रही हैं और तेजी से गिर रही हैं।,पत्तियों के गीलेपन के समय को कम करने के लिए ऊपरी सिंचाई से बचें,उशिरा येणारा करपा,या ओल्या हवामानात पाने तपकिरी होऊन त्वरीत कोसळत आहेत.,पानांचा ओला होण्याची वेळ कमी करण्यासाठी ओव्हरहेड सिंचन टाळा
potato,Target-board pattern lesions are showing up on the older lower leaves.,Early Blight,early_blight,low,Spray Boscalid plus Pyraclostrobin at 1 gram per liter,Alternaria solani,Kaggle: ammar019/indian-crop-disease-dataset-hindi-and-marathi (CC BY 4.0),आलू,अगेती झुलसा,पुरानी निचली पत्तियों पर टारगेट-बोर्ड पैटर्न के घाव दिखाई दे रहे हैं।,बोस्कालिड प्लस पायराक्लोस्ट्रोबिन 1 ग्राम प्रति लीटर की दर से छिड़काव करें,लवकर येणारा करपा,टार्गेट-बोर्ड पॅटर्नचे जखम जुन्या खालच्या पानांवर दिसत आहेत.,बॉस्कॅलिड अधिक पायराक्लोस्ट्रोबिन 1 ग्रॅम प्रति लिटर या प्रमाणात फवारावे
rice,I'm seeing brown spot lesions on the seedling leaves in the nursery stage.,Brown Spot,brown_spot,moderate,Apply Iprodione seed treatment before nursery raising,Bipolaris oryzae,Kaggle: ammar019/indian-crop-disease-dataset-hindi-and-marathi (CC BY 4.0),चावल,भूरा धब्बा रोग,मैं नर्सरी चरण में अंकुर की पत्तियों पर भूरे धब्बे वाले घाव देख रहा हूँ।,नर्सरी उगाने से पहले इप्रोडियोन बीज उपचार लागू करें,तपकिरी ठिपके,रोपवाटिकेच्या अवस्थेत मला रोपांच्या पानांवर तपकिरी डाग दिसतात.,रोपवाटिका वाढवण्यापूर्वी आयप्रोडिओन बियाणे प्रक्रिया करा
cotton,The infected green bolls are dropping off the plant prematurely.,Pink Bollworm Blight,pink_bollworm_blight,high,Apply Hexaconazole 5 EC at 1.5 ml per liter spray,Colletotrichum gossypii,Kaggle: ammar019/indian-crop-disease-dataset-hindi-and-marathi (CC BY 4.0),कपास,गुलाबी सुंडी झुलसा,संक्रमित हरे गूलर पौधे को समय से पहले ही गिरा रहे हैं।,हेक्साकोनाज़ोल 5 ईसी 1.5 मिली प्रति लीटर स्प्रे करें,गुलाबी बोंड अळीचा प्रादुर्भाव,संक्रमित हिरवे बोंडे वेळेआधीच झाडातून बाहेर पडत आहेत.,हेक्साकोनाझोल 5 ईसी 1.5 मिली प्रति लिटर या प्रमाणात फवारणी करावी
potato,The plant is showing drooping and wilting on the young infected shoots.,Potato Virus Y,potato_virus_y,high,Rogue infected plants early before virus spreads further,Potato virus Y,Kaggle: ammar019/indian-crop-disease-dataset-hindi-and-marathi (CC BY 4.0),आलू,आलू वायरस वाई,पौधे की नई संक्रमित टहनियाँ मुरझा रही हैं और मुरझा रही हैं।,वायरस के आगे फैलने से पहले ही दुष्टों ने पौधों को संक्रमित कर दिया,बटाट्यावरील 'वाय' विषाणू,कोवळ्या संक्रमित कोंबांवर वनस्पती झुकताना आणि कोमेजताना दिसत आहे.,विषाणूचा प्रादुर्भाव होण्यापूर्वी रोगाने संक्रमित झाडे लवकर लावली
rice,Most of the infected spikelets are resulting in a total loss of yield.,False Smut,false_smut,high,Spray Propiconazole at boot and heading stage urgently,Ustilaginoidea virens,Kaggle: ammar019/indian-crop-disease-dataset-hindi-and-marathi (CC BY 4.0),चावल,आभासी कंड,अधिकांश संक्रमित बालियों के परिणामस्वरूप उपज का पूर्ण नुकसान हो रहा है।,बूट और हेडिंग स्टेज पर तुरंत प्रोपिकोनाज़ोल का छिड़काव करें,खोटी कानी,बहुतेक संक्रमित स्पाइकेलेट्समुळे उत्पन्नाचे संपूर्ण नुकसान होते.,बूट आणि हेडिंग स्टेजवर तातडीने प्रोपिकोनाझोलची फवारणी करा
tomato,The heavily spotted leaves are drying out and falling off the plant.,Septoria Leaf Spot,septoria_leaf_spot,low,Use certified disease-free transplants for planting always,Septoria lycopersici,Kaggle: ammar019/indian-crop-disease-dataset-hindi-and-marathi (CC BY 4.0),टमाटर,सेप्टोरिया पत्ती धब्बा,भारी धब्बेदार पत्तियाँ सूखकर पौधे से गिर रही हैं।,रोपण के लिए हमेशा प्रमाणित रोग-मुक्त प्रत्यारोपण का उपयोग करें,सेप्टोरिया पानावरील ठिपके,जोरदार ठिपके असलेली पाने सुकून झाडावरून पडत आहेत.,लागवडीसाठी नेहमी प्रमाणित रोगमुक्त प्रत्यारोपण वापरा
banana,The leaves are narrower and more twisted than usual in this severe infection.,Banana Mosaic Virus,banana_mosaic_virus,low,Use virus-free tissue culture planting material always,Cucumber mosaic virus,Kaggle: ammar019/indian-crop-disease-dataset-hindi-and-marathi (CC BY 4.0),केला,केला मोजेक वायरस,इस गंभीर संक्रमण में पत्तियाँ सामान्य से अधिक संकरी और मुड़ी हुई होती हैं।,हमेशा वायरस-मुक्त टिशू कल्चर रोपण सामग्री का उपयोग करें,केवडा,या गंभीर संसर्गामध्ये पाने नेहमीपेक्षा अरुंद आणि अधिक वळलेली असतात.,विषाणूमुक्त टिश्यू कल्चर लागवड साहित्य नेहमी वापरा
soyabean,My infected pods are producing fewer and lighter seeds than normal.,Pod and Stem Blight,pod_and_stem_blight,high,Use certified disease-free seed for every planting season,Diaporthe phaseolorum,Kaggle: ammar019/indian-crop-disease-dataset-hindi-and-marathi (CC BY 4.0),सोयाबीन,फली और तना झुलसा,मेरी संक्रमित फलियाँ सामान्य से कम और हल्के बीज पैदा कर रही हैं।,प्रत्येक रोपण मौसम के लिए प्रमाणित रोग-मुक्त बीज का उपयोग करें,शेंगा आणि खोड करपा,माझ्या संक्रमित शेंगा सामान्यपेक्षा कमी आणि हलक्या बिया तयार करत आहेत.,प्रत्येक लागवडीच्या हंगामासाठी प्रमाणित रोगमुक्त बियाणे वापरा
wheat,Scattered orange spots are causing the leaves to dry out early.,Brown Rust,brown_rust,high,Apply Flutriafol 12.5 SC as protective spray on crop,Puccinia triticina,Kaggle: ammar019/indian-crop-disease-dataset-hindi-and-marathi (CC BY 4.0),गेहूँ,भूरी गेरुआ,बिखरे हुए नारंगी धब्बों के कारण पत्तियाँ जल्दी सूख रही हैं।,फसल पर सुरक्षात्मक स्प्रे के रूप में फ्लुट्रायफोल 12.5 एससी लगाएं,तपकिरी,विखुरलेल्या नारिंगी डागांमुळे पाने लवकर सुकतात.,पिकावर संरक्षणात्मक फवारणी म्हणून फ्लुट्रियाफोल १२.५ एससी वापरा
sugarcane,A necrotic rot is developing in the growing point of the young shoot tissue.,Pokkah Boeng,pokkah_boeng,high,Apply Copper oxychloride 50 WP at 3 gram per liter spray,Fusarium moniliforme,Kaggle: ammar019/indian-crop-disease-dataset-hindi-and-marathi (CC BY 4.0),गन्ना,पोक्का बोइंग,युवा प्ररोह ऊतक के विकास बिंदु पर एक परिगलित सड़ांध विकसित हो रही है।,कॉपर ऑक्सीक्लोराइड 50 डब्लूपी 3 ग्राम प्रति लीटर की दर से छिड़काव करें,शेंडा कुजणे,तरुण अंकुराच्या ऊतींच्या वाढीच्या ठिकाणी नेक्रोटिक रॉट विकसित होत आहे.,कॉपर ऑक्सिक्लोराईड 50 डब्ल्यूपी 3 ग्रॅम प्रति लिटर या प्रमाणात फवारणी करावी
sugarcane,The yellowing starts at the leaf tip and moves down toward the base.,Yellow Leaf Disease,yellow_leaf_disease,high,Avoid ratoon crop from yellow leaf affected plant crop fields,Sugarcane yellow leaf virus,Kaggle: ammar019/indian-crop-disease-dataset-hindi-and-marathi (CC BY 4.0),गन्ना,पीली पत्ती रोग,पीलापन पत्ती की नोक से शुरू होता है और नीचे की ओर आधार की ओर बढ़ता है।,पीली पत्ती से प्रभावित पौधों की फसल वाले खेतों में पेड़ी की फसल से बचें,पिवळा पानांचा रोग,पिवळे पडणे पानाच्या टोकापासून सुरू होते आणि पायथ्याकडे सरकते.,पिवळ्या पानांचा प्रादुर्भाव झालेल्या वनस्पती पिकाच्या शेतातून रॅटून पीक टाळा
maize,The lesions look water-soaked in these early stages.,Southern Corn Leaf Blight,southern_corn_leaf_blight,high,Maintain proper plant spacing for air circulation,Bipolaris maydis,Kaggle: ammar019/indian-crop-disease-dataset-hindi-and-marathi (CC BY 4.0),मक्का,दक्षिणी मक्का पत्ती झुलसा,इन शुरुआती चरणों में घाव पानी से लथपथ दिखते हैं।,वायु संचार के लिए पौधों के बीच उचित दूरी बनाए रखें,दक्षिण मका पर्ण करपा,या सुरुवातीच्या अवस्थेत जखम पाण्याने भिजलेल्या दिसतात.,हवेच्या अभिसरणासाठी वनस्पतींचे योग्य अंतर ठेवा
wheat,Black dusty spores have completely taken the place of the grain and glumes.,Loose Smut,loose_smut,low,Rogue out infected plants before their smut sacs burst,Ustilago tritici,Kaggle: ammar019/indian-crop-disease-dataset-hindi-and-marathi (CC BY 4.0),गेहूँ,कंडुआ रोग,काले धूल भरे बीजाणुओं ने अनाज और गोंद की जगह पूरी तरह से ले ली है।,संक्रमित पौधों को उनकी स्मट थैली फटने से पहले ही नष्ट कर दें,काजळी,काळ्या धुळीच्या बीजाणूंनी धान्य आणि गोंदांची जागा पूर्णपणे घेतली आहे.,संक्रमित झाडे त्यांच्या स्मट पिशव्या फुटण्याआधी बाहेर काढा
banana,The fruit peel is showing soft rotted patches right under the spots.,Anthracnose,anthracnose,high,Avoid mechanical injury to fruits during harvesting,Colletotrichum musae,Kaggle: ammar019/indian-crop-disease-dataset-hindi-and-marathi (CC BY 4.0),केला,काली सड़न,फलों के छिलके पर धब्बों के ठीक नीचे नरम सड़े हुए धब्बे दिखाई दे रहे हैं।,कटाई के दौरान फलों को यांत्रिक चोट से बचें,कवड्या,फळांच्या सालीवर डागांच्या खाली मऊ कुजलेले ठिपके दिसतात.,काढणी दरम्यान फळांना यांत्रिक इजा टाळा
groundnut,"The plant looks healthy above ground, but the pods are rotting underneath.",Peg Rot,peg_rot,low,Avoid waterlogging during pegging and pod development stage,Pythium myriotylum,Kaggle: ammar019/indian-crop-disease-dataset-hindi-and-marathi (CC BY 4.0),मूंगफली,पेग रोट,"पौधा जमीन के ऊपर स्वस्थ दिखता है, लेकिन फलियाँ नीचे सड़ रही हैं।",पेगिंग और फली विकास चरण के दौरान जलभराव से बचें,आर्या कूज,"जमिनीवर वनस्पती निरोगी दिसते, परंतु शेंगा खाली सडत आहेत.",पेगिंग आणि पॉड डेव्हलपमेंट स्टेज दरम्यान पाणी साचणे टाळा
soyabean,I can see a web-like brown mycelium at the base of the infected plants.,Rhizoctonia Root Rot,rhizoctonia_root_rot,high,Drench soil with Carbendazim 1 gram per liter near seedling,Rhizoctonia solani,Kaggle: ammar019/indian-crop-disease-dataset-hindi-and-marathi (CC BY 4.0),सोयाबीन,राइजोक्टोनिया जड़ सड़न,मैं संक्रमित पौधों के आधार पर जाल जैसा भूरा मायसेलियम देख सकता हूँ।,अंकुर के पास मिट्टी को कार्बेन्डाजिम 1 ग्राम प्रति लीटर से गीला करें,रायझोक्टोनिया मूळ कूज,मी संक्रमित झाडांच्या पायथ्याशी जालासारखे तपकिरी मायसेलियम पाहू शकतो.,रोपांजवळील माती कार्बेन्डाझिम 1 ग्रॅम प्रति लिटर मिसळून भिजवावी
sugarcane,A black smut whip has taken the place of my plant’s normal top shoot.,Smut,smut,high,Remove and burn infected plants before smut spores disperse,Sporisorium scitamineum,Kaggle: ammar019/indian-crop-disease-dataset-hindi-and-marathi (CC BY 4.0),गन्ना,कंडुआ रोग,मेरे पौधे की सामान्य शीर्ष टहनी की जगह एक ब्लैक स्मट व्हिप ने ले ली है।,स्मट बीजाणु फैलने से पहले संक्रमित पौधों को हटा दें और जला दें,कानी,माझ्या प्लांटच्या नॉर्मल टॉप शूटची जागा ब्लॅक स्मट व्हिपने घेतली आहे.,स्मूट बीजाणू पसरण्यापूर्वी संक्रमित झाडे काढून टाका आणि जाळून टाका
potato,"The skin of my tubers is showing rough, powdery scab patches after being harvested.",Powdery Scab,powdery_scab,low,Use resistant variety Kufri Bahar for affected soil areas,Spongospora subterranea,Kaggle: ammar019/indian-crop-disease-dataset-hindi-and-marathi (CC BY 4.0),आलू,पाउडरी स्कैब,"कटाई के बाद मेरे कंदों की त्वचा पर खुरदुरे, पाउडर जैसे पपड़ीदार धब्बे दिखाई दे रहे हैं।",प्रभावित मिट्टी वाले क्षेत्रों के लिए प्रतिरोधी किस्म कुफ़री बहार का उपयोग करें,पावडरी खरूज,"कापणीनंतर माझ्या कंदांच्या त्वचेवर खडबडीत, पावडरीचे चट्टे दिसतात.",प्रभावित मातीच्या क्षेत्रासाठी कुफरी बहार प्रतिरोधक जाती वापरा
maize,The upper surface of the leaves is showing a yellow-green striping.,Downy Mildew,downy_mildew,high,Apply mefenoxam seed treatment before planting,Peronosclerospora sorghi,Kaggle: ammar019/indian-crop-disease-dataset-hindi-and-marathi (CC BY 4.0),मक्का,डाउनी मिल्ड्यू,पत्तियों की ऊपरी सतह पर पीली-हरी धारियाँ दिखाई दे रही हैं।,Apply mefenoxam seed treatment before planting,केवडा,पानांच्या वरच्या पृष्ठभागावर पिवळ्या-हिरव्या पट्ट्या दिसतात.,पेरणीपूर्वी मेफेनोक्सम बियाणे प्रक्रिया करा
rice,Those water-soaked streaks between the veins are slowly turning a light brown.,Bacterial Leaf Streak,bacterial_leaf_streak,moderate,Spray Bacteriocide twice and avoid working in wet crop,Xanthomonas oryzae pv. oryzicola,Kaggle: ammar019/indian-crop-disease-dataset-hindi-and-marathi (CC BY 4.0),चावल,जीवाणु पत्ती धारी रोग,शिराओं के बीच पानी से लथपथ वे धारियाँ धीरे-धीरे हल्के भूरे रंग में बदल रही हैं।,बैक्टीरियोसाइड का दो बार छिड़काव करें और गीली फसल में काम करने से बचें,जिवाणूजन्य पानावरील रेषा,शिरांमधील पाण्याने भिजलेल्या त्या रेषा हळूहळू हलक्या तपकिरी होत आहेत.,जिवाणूनाशकाची दोनदा फवारणी करा आणि ओल्या पिकात काम करणे टाळा
maize,The lesions are merging together and causing the whole leaf to die.,Northern Corn Leaf Blight,northern_corn_leaf_blight,high,Remove and burn infected crop debris after harvest,Exserohilum turcicum,Kaggle: ammar019/indian-crop-disease-dataset-hindi-and-marathi (CC BY 4.0),मक्का,उत्तरी मक्का पत्ती झुलसा,घाव एक साथ विलीन हो रहे हैं और पूरी पत्ती के नष्ट होने का कारण बन रहे हैं।,कटाई के बाद संक्रमित फसल के मलबे को हटा दें और जला दें,तुसावरील करपा,जखम एकत्र विलीन होतात आणि संपूर्ण पान मरतात.,पीक काढणीनंतर संक्रमित पीक मोडतोड काढून टाका आणि जाळून टाका
wheat,Dark black pustules are bursting out on both the stem and the leaf surfaces.,Black Rust,black_rust,low,Apply Trifloxystrobin plus Tebuconazole combination spray,Puccinia graminis,Kaggle: ammar019/indian-crop-disease-dataset-hindi-and-marathi (CC BY 4.0),गेहूँ,काली गेरुआ,तने और पत्ती दोनों सतहों पर गहरे काले दाने निकल रहे हैं।,ट्राइफ्लॉक्सीस्ट्रोबिन प्लस टेबुकोनाज़ोल संयोजन स्प्रे लगाएं,काळा तांबेरा,देठ आणि पानांच्या दोन्ही पृष्ठभागावर गडद काळे पुसट फुटतात.,ट्रायफ्लॉक्सिस्ट्रोबिन प्लस टेब्युकोनाझोल एकत्रित फवारणी करा
tomato,"Small, circular water-soaked spots are appearing on the lower leaves.",Septoria Leaf Spot,septoria_leaf_spot,low,Spray mancozeb 75% WP at 2 g per litre every 10 days,Septoria lycopersici,Kaggle: ammar019/indian-crop-disease-dataset-hindi-and-marathi (CC BY 4.0),टमाटर,सेप्टोरिया पत्ती धब्बा,"निचली पत्तियों पर छोटे, गोलाकार पानी से लथपथ धब्बे दिखाई दे रहे हैं।",हर 10 दिन पर मैंकोजेब 75% डब्लूपी 2 ग्राम प्रति लीटर का छिड़काव करें,सेप्टोरिया पानावरील ठिपके,"खालच्या पानांवर लहान, गोलाकार पाण्याने भिजलेले ठिपके दिसू लागले आहेत.",मॅन्कोझेब 75% WP 2 ग्रॅम प्रति लिटर या प्रमाणात दर 10 दिवसांनी फवारावे
cotton,Stem cankers are showing up at the nodes with a dark brown discoloration.,Bacterial Blight,bacterial_blight,low,Remove and destroy infected plant debris after harvest,Xanthomonas axonopodis,Kaggle: ammar019/indian-crop-disease-dataset-hindi-and-marathi (CC BY 4.0),कपास,जीवाणु झुलसा,तने के नासूर गांठों पर गहरे भूरे रंग के मलिनकिरण के साथ दिखाई दे रहे हैं।,कटाई के बाद संक्रमित पौधे के मलबे को हटा दें और नष्ट कर दें,तांब्या,स्टेम कॅन्कर गडद तपकिरी रंगाच्या नोड्सवर दिसत आहेत.,काढणीनंतर संक्रमित झाडाचा मलबा काढून टाका आणि नष्ट करा
maize,I can see a pale green mosaic pattern on the older leaves.,Maize Streak Virus,maize_streak_virus,low,Maintain weed-free field to reduce leafhopper habitat,Maize streak virus,Kaggle: ammar019/indian-crop-disease-dataset-hindi-and-marathi (CC BY 4.0),मक्का,मक्का स्ट्रीक वायरस,मैं पुरानी पत्तियों पर हल्का हरा मोज़ेक पैटर्न देख सकता हूँ।,लीफहॉपर निवास स्थान को कम करने के लिए खेत को खरपतवार मुक्त बनाए रखें,मका स्ट्रीक व्हायरस,मी जुन्या पानांवर एक फिकट हिरवा मोज़ेक नमुना पाहू शकतो.,लीफहॉपरचा अधिवास कमी करण्यासाठी तणमुक्त शेत ठेवा
potato,There’s a yellow halo surrounding the dark brown spots on the leaf blades.,Early Blight,early_blight,high,Apply Azoxystrobin 23 SC at 1 ml per liter of water,Alternaria solani,Kaggle: ammar019/indian-crop-disease-dataset-hindi-and-marathi (CC BY 4.0),आलू,अगेती झुलसा,पत्ती के ब्लेड पर गहरे भूरे धब्बों के चारों ओर एक पीला प्रभामंडल होता है।,एज़ोक्सीस्ट्रोबिन 23 एससी 1 मिली प्रति लीटर पानी में डालें,लवकर येणारा करपा,पानांच्या ब्लेडवर गडद तपकिरी डागांच्या आसपास एक पिवळा प्रभामंडल आहे.,Azoxystrobin 23 SC 1 मिली प्रति लिटर पाण्यात मिसळा
cotton,This damping-off symptom is causing me to lose a lot of my seedling stand.,Root Rot,root_rot,high,Apply organic matter to improve beneficial soil microbes,Rhizoctonia solani,Kaggle: ammar019/indian-crop-disease-dataset-hindi-and-marathi (CC BY 4.0),कपास,जड़ सड़न,इस डैम्पिंग-ऑफ़ लक्षण के कारण मैं अपने अंकुरों की बहुत सारी वृद्धि खो रहा हूँ।,लाभकारी मिट्टी के रोगाणुओं को बेहतर बनाने के लिए कार्बनिक पदार्थ का प्रयोग करें,मूळ कूज,या ओलसर-बंद लक्षणामुळे मला माझ्या रोपट्याचा बराचसा भाग गमवावा लागत आहे.,फायदेशीर माती सूक्ष्मजंतू सुधारण्यासाठी सेंद्रिय पदार्थ वापरा
cotton,I can see web-like fungal threads on the soil surface near the stem.,Root Rot,root_rot,low,Improve field drainage to prevent waterlogging near roots,Rhizoctonia solani,Kaggle: ammar019/indian-crop-disease-dataset-hindi-and-marathi (CC BY 4.0),कपास,जड़ सड़न,मैं तने के पास मिट्टी की सतह पर जाले जैसे कवक धागे देख सकता हूँ।,जड़ों के पास जलभराव को रोकने के लिए खेत की जल निकासी में सुधार करें,मूळ कूज,मला स्टेमजवळील मातीच्या पृष्ठभागावर जाळ्यासारखे बुरशीचे धागे दिसतात.,मुळांजवळ पाणी साचू नये म्हणून शेतातील निचरा सुधारा
potato,"The base of the stem is turning jet black and giving off a foul, rotting smell.",Blackleg,blackleg,high,Apply Copper hydroxide 77 WP at 2 gram per liter spray,Pectobacterium atrosepticum,Kaggle: ammar019/indian-crop-disease-dataset-hindi-and-marathi (CC BY 4.0),आलू,काली टांग रोग,"तने का आधार एकदम काला पड़ रहा है और दुर्गंधयुक्त, सड़न भरी गंध दे रहा है।",कॉपर हाइड्रॉक्साइड 77 WP 2 ग्राम प्रति लीटर की दर से छिड़काव करें,काळी कुज,"स्टेमचा पाया काळ्या रंगाचा होतो आणि दुर्गंधी, कुजलेला वास येतो.",कॉपर हायड्रॉक्साईड ७७ डब्ल्यूपी २ ग्रॅम प्रति लिटर या प्रमाणात फवारावे
tomato,My plant is wilting permanently and dying over the course of several weeks.,Fusarium Wilt,fusarium_wilt,low,Treat seeds with thiram 75% WS at 3 g per kg seed,Fusarium oxysporum f.sp. lycopersici,Kaggle: ammar019/indian-crop-disease-dataset-hindi-and-marathi (CC BY 4.0),टमाटर,उकठा,मेरा पौधा कई हफ्तों के दौरान स्थायी रूप से मुरझा रहा है और मर रहा है।,बीज को थीरम 75% WS से 3 ग्राम प्रति किलोग्राम बीज की दर से उपचारित करें,फ्युसेरियम मर रोग,माझे रोप कायमचे कोलमडत आहे आणि काही आठवड्यांच्या कालावधीत मरत आहे.,थायरम 75% WS सह 3 ग्रॅम प्रति किलो बियाण्यावर प्रक्रिया करा
tomato,The leaf surface is showing raised dark rings during this dry weather.,Early Blight,early_blight,high,Avoid overhead irrigation to reduce leaf wetness time,Alternaria solani,Kaggle: ammar019/indian-crop-disease-dataset-hindi-and-marathi (CC BY 4.0),टमाटर,अगेती झुलसा,इस शुष्क मौसम के दौरान पत्ती की सतह पर उभरे हुए काले छल्ले दिखाई दे रहे हैं।,पत्तियों के गीलेपन के समय को कम करने के लिए ऊपरी सिंचाई से बचें,लवकर येणारा करपा,या कोरड्या हवामानात पानांच्या पृष्ठभागावर गडद वलय दिसून येते.,पानांचा ओला होण्याची वेळ कमी करण्यासाठी ओव्हरहेड सिंचन टाळा
banana,My plant looks like nothing more than a bunch of leaves at the growing tip.,Banana Bunchy Top Virus,banana_bunchy_top_virus,high,Avoid using suckers from infected plants for planting,Banana bunchy top virus,Kaggle: ammar019/indian-crop-disease-dataset-hindi-and-marathi (CC BY 4.0),केला,बंची टॉप,मेरा पौधा बढ़ते सिरे पर पत्तियों के एक समूह से ज्यादा कुछ नहीं दिखता है।,रोपण के लिए संक्रमित पौधों के सकर्स का उपयोग करने से बचें,बंची टॉप,माझी वनस्पती वाढत्या टोकाला असलेल्या पानांच्या गुच्छापेक्षा अधिक काही दिसत नाही.,लागवडीसाठी लागण झालेल्या झाडांचे शोषक वापरणे टाळा
sugarcane,The root system is very poorly developed in my phytoplasma-infected plant.,Grassy Shoot Disease,grassy_shoot_disease,high,Plant resistant variety CoC 671 for phytoplasma areas,Sugarcane grassy shoot phytoplasma,Kaggle: ammar019/indian-crop-disease-dataset-hindi-and-marathi (CC BY 4.0),गन्ना,ग्रासी शूट,मेरे फाइटोप्लाज्मा-संक्रमित पौधे में जड़ प्रणाली बहुत खराब रूप से विकसित है।,फाइटोप्लाज्मा क्षेत्रों के लिए प्रतिरोधी किस्म सीओसी 671 लगाएं,गवताळ वाढ,माझ्या फायटोप्लाझ्मा-संक्रमित वनस्पतीमध्ये मूळ प्रणाली फारच खराब विकसित झाली आहे.,फायटोप्लाझ्मा क्षेत्रासाठी CoC 671 प्रतिरोधक वाण लावा
